Ensembl Gene ID	Band
ENSG00000242793	q12
ENSG00000278840	q12
ENSG00000103966	q15.1
ENSG00000259170	q26.1
ENSG00000168803	q15.3
ENSG00000137814	q15.2
ENSG00000213578	q24.1
ENSG00000279092	q14
ENSG00000259905	q11.2
ENSG00000166143	q15.1
ENSG00000270704	q11.2
ENSG00000276172	q11.2
ENSG00000137869	q21.2
ENSG00000273679	q11.2
ENSG00000278493	q15.1
ENSG00000258848	q11.2
ENSG00000235518	q12
ENSG00000273976	q11.2
ENSG00000273721	q22.2
ENSG00000259268	q22.31
ENSG00000243708	q15.1
ENSG00000214013	q15.1
ENSG00000274279	q11.2
ENSG00000159459	q15.2
ENSG00000259425	q11.2
ENSG00000187446	q15.1
ENSG00000159433	q15.2
ENSG00000168907	q15.1
ENSG00000274253	q11.2
ENSG00000170113	q11.2
ENSG00000243789	q15.1
ENSG00000261598	q11.2
ENSG00000166477	q21.2
ENSG00000259557	q22.2
ENSG00000104081	q15.1
ENSG00000137824	q15.1
ENSG00000259409	q15.1
ENSG00000279014	q21.1
ENSG00000259338	q21.1
ENSG00000278769	q15.2
ENSG00000140326	q15.2
ENSG00000259122	q12
ENSG00000259520	q21.1
ENSG00000260282	q15.2
ENSG00000137860	q21.1
ENSG00000169856	q21.3
ENSG00000259468	q14
ENSG00000259269	q14
ENSG00000279665	q21.2
ENSG00000259773	q21.2
ENSG00000212766	q23
ENSG00000259462	q25.2
ENSG00000260836	q25.2
ENSG00000260096	q24.1
ENSG00000259222	q23
ENSG00000259178	q21.2
ENSG00000166963	q15.3
ENSG00000261822	q15.2
ENSG00000129038	q24.1
ENSG00000259270	q25.3
ENSG00000259277	q13.1
ENSG00000259244	q25.2
ENSG00000261801	q24.1
ENSG00000259201	q21.2
ENSG00000274954	q21.2
ENSG00000259632	q21.2
ENSG00000259398	q21.2
ENSG00000069956	q21.2
ENSG00000034053	q13.1
ENSG00000279705	q25.1
ENSG00000137843	q15.1
ENSG00000276651	q22.31
ENSG00000197627	q25.2
ENSG00000168970	q15.1
ENSG00000230373	q25.2
ENSG00000140455	q22.31
ENSG00000259449	q25.3
ENSG00000259302	q25.2
ENSG00000259728	q25.2
ENSG00000189136	q25.2
ENSG00000259315	q25.2
ENSG00000279758	q25.2
ENSG00000128915	q22.2
ENSG00000136425	q25.1
ENSG00000166855	q22.31
ENSG00000259573	q22.2
ENSG00000140563	q26.2
ENSG00000259551	q25.2
ENSG00000259712	q21.2
ENSG00000259185	q21.2
ENSG00000259438	q21.2
ENSG00000259285	q21.3
ENSG00000274403	q15.2
ENSG00000259477	q21.3
ENSG00000259600	q21.3
ENSG00000277229	q21.3
ENSG00000169926	q13.3
ENSG00000259433	q21.1
ENSG00000259179	q13.3
ENSG00000259556	q21.2
ENSG00000137880	q15.1
ENSG00000235731	q12
ENSG00000173575	q26.1
ENSG00000259756	q22.2
ENSG00000177971	q24.2
ENSG00000260206	q24.2
ENSG00000274515	q24.2
ENSG00000188277	q15.1
ENSG00000171914	q22.2
ENSG00000138615	q22.31
ENSG00000242634	q23
ENSG00000206127	q13.3
ENSG00000103591	q23
ENSG00000275454	q24.2
ENSG00000173548	q24.2
ENSG00000159289	q24.1
ENSG00000261622	q11.2
ENSG00000180229	q11.2
ENSG00000259771	q22.2
ENSG00000242747	q22.1
ENSG00000259738	q22.1
ENSG00000128923	q21.3
ENSG00000279373	q25.1
ENSG00000183643	q26.1
ENSG00000260128	q13.2
ENSG00000258647	q26.1
ENSG00000260232	q11.2
ENSG00000278313	q24.1
ENSG00000259783	q24.1
ENSG00000260672	q24.1
ENSG00000260144	q24.1
ENSG00000259637	q25.2
ENSG00000258754	q26.2
ENSG00000274099	q11.2
ENSG00000259649	q25.1
ENSG00000166411	q25.1
ENSG00000196547	q26.1
ENSG00000260693	q13.2
ENSG00000117899	q25.1
ENSG00000272808	q26.3
ENSG00000213614	q23
ENSG00000140527	q26.1
ENSG00000154237	q26.3
ENSG00000140259	q15.3
ENSG00000259546	q25.1
ENSG00000185182	q11.2
ENSG00000167195	q24.2
ENSG00000259674	q22.2
ENSG00000166823	q26.1
ENSG00000157470	q22.2
ENSG00000246863	q15.1
ENSG00000103888	q25.1
ENSG00000259516	q14
ENSG00000248079	q14
ENSG00000259710	q14
ENSG00000259411	q14
ENSG00000259688	q14
ENSG00000140478	q24.2
ENSG00000134146	q14
ENSG00000215252	q14
ENSG00000171956	q22.2
ENSG00000259558	q22.2
ENSG00000270505	q11.2
ENSG00000260174	q13.2
ENSG00000157766	q26.1
ENSG00000140199	q14
ENSG00000259749	q13.2
ENSG00000259647	q13.2
ENSG00000270218	q22.31
ENSG00000103707	q22.31
ENSG00000051180	q15.1
ENSG00000278263	q11.2
ENSG00000259352	q21.1
ENSG00000280655	q11.2
ENSG00000140263	q21.1
ENSG00000259561	q26.1
ENSG00000138594	q21.2
ENSG00000259288	q15.1
ENSG00000242028	q15.3
ENSG00000261041	q13.1
ENSG00000277144	q22.2
ENSG00000171989	q22.2
ENSG00000259735	q22.2
ENSG00000185418	q26.3
ENSG00000157483	q22.2
ENSG00000262560	q15.3
ENSG00000140522	q26.1
ENSG00000176753	q15.1
ENSG00000279537	q15.1
ENSG00000274340	q22.2
ENSG00000259442	q25.2
ENSG00000230778	q15.1
ENSG00000259307	q15.1
ENSG00000273855	q15.1
ENSG00000259217	q14
ENSG00000259585	q14
ENSG00000274798	q15.1
ENSG00000137877	q15.1
ENSG00000137841	q15.1
ENSG00000258676	q26.1
ENSG00000259751	q14
ENSG00000261739	q11.2
ENSG00000259418	q21.1
ENSG00000260337	q26.1
ENSG00000117906	q24.3
ENSG00000258632	q26.2
ENSG00000259572	q21.1
ENSG00000182511	q26.1
ENSG00000259223	q22.2
ENSG00000261048	q11.2
ENSG00000137876	q21.3
ENSG00000259555	q25.1
ENSG00000258785	q26.2
ENSG00000261303	q25.1
ENSG00000258627	q26.2
ENSG00000259123	q26.2
ENSG00000258895	q26.2
ENSG00000258725	q26.1
ENSG00000258631	q26.1
ENSG00000259724	q26.2
ENSG00000278737	q22.31
ENSG00000172575	q14
ENSG00000259661	q26.1
ENSG00000128886	q15.3
ENSG00000233917	q11.2
ENSG00000198901	q26.1
ENSG00000261191	q14
ENSG00000261315	q14
ENSG00000261554	q11.2
ENSG00000213307	q25.1
ENSG00000258476	q26.2
ENSG00000137807	q23
ENSG00000117971	q25.1
ENSG00000186073	q14
ENSG00000258831	q26.2
ENSG00000140332	q23
ENSG00000261524	q13.1
ENSG00000280038	q25.2
ENSG00000259511	q25.2
ENSG00000075131	q22.31
ENSG00000241640	q22.2
ENSG00000225798	q22.1
ENSG00000259353	q22.1
ENSG00000259694	q25.2
ENSG00000157450	q22.1
ENSG00000240821	q22.31
ENSG00000021776	q14
ENSG00000178081	q13.2
ENSG00000265967	q22.31
ENSG00000264937	q22.31
ENSG00000259635	q22.31
ENSG00000275527	q24.1
ENSG00000137812	q15.1
ENSG00000248893	q26.3
ENSG00000259732	q22.2
ENSG00000157456	q22.2
ENSG00000260648	q15.1
ENSG00000273786	q15.1
ENSG00000279409	q15.1
ENSG00000276141	q11.2
ENSG00000180304	q22.31
ENSG00000242327	q21.2
ENSG00000274528	q21.2
ENSG00000156970	q15.1
ENSG00000179335	q24.1
ENSG00000104142	q15.1
ENSG00000270015	q13.3
ENSG00000270964	q23
ENSG00000259322	q25.1
ENSG00000259393	q22.1
ENSG00000166912	q13.3
ENSG00000259402	q22.1
ENSG00000258585	q11.2
ENSG00000169018	q23
ENSG00000260657	q23
ENSG00000140395	q25.1
ENSG00000278541	q11.2
ENSG00000259183	q25.3
ENSG00000128989	q21.2
ENSG00000259706	q26.3
ENSG00000259300	q13.1
ENSG00000256802	q13.1
ENSG00000274654	q21.1
ENSG00000168904	q26.3
ENSG00000067225	q23
ENSG00000270831	q11.2
ENSG00000259441	q26.1
ENSG00000137767	q21.1
ENSG00000259909	q24.1
ENSG00000247556	q15.1
ENSG00000260582	q14
ENSG00000245534	q22.2
ENSG00000260469	q24.1
ENSG00000223518	q14
ENSG00000166069	q14
ENSG00000215186	q24.1
ENSG00000259591	q22.2
ENSG00000261635	q14
ENSG00000205363	q24.1
ENSG00000259301	q21.3
ENSG00000259298	q21.2
ENSG00000280362	q21.3
ENSG00000242737	q21.2
ENSG00000278552	q11.2
ENSG00000273923	q26.2
ENSG00000259948	q26.1
ENSG00000259699	q26.1
ENSG00000104147	q15.1
ENSG00000261407	q26.1
ENSG00000280304	q26.2
ENSG00000248441	q26.2
ENSG00000205771	q15.3
ENSG00000259750	q22.2
ENSG00000259528	q24.1
ENSG00000259691	q24.1
ENSG00000138592	q21.2
ENSG00000140538	q25.3
ENSG00000255302	q21.1
ENSG00000185634	q21.1
ENSG00000103740	q25.1
ENSG00000245849	q15.1
ENSG00000140280	q21.2
ENSG00000259377	q21.2
ENSG00000140382	q24.3
ENSG00000237550	q25.2
ENSG00000197978	q25.2
ENSG00000259414	q11.2
ENSG00000128872	q21.2
ENSG00000278202	q25.2
ENSG00000259429	q25.2
ENSG00000067141	q24.1
ENSG00000259254	q15.1
ENSG00000140526	q26.1
ENSG00000167004	q15.3
ENSG00000241130	q21.2
ENSG00000103994	q15.1
ENSG00000189419	q26.3
ENSG00000178761	q24.2
ENSG00000259295	q25.3
ENSG00000261281	q24.1
ENSG00000261460	q23
ENSG00000260339	q23
ENSG00000260729	q23
ENSG00000279033	q24.3
ENSG00000259701	q21.2
ENSG00000259666	q24.3
ENSG00000280359	q24.3
ENSG00000258997	q11.2
ENSG00000169783	q24.3
ENSG00000175202	q24.1
ENSG00000156222	q25.3
ENSG00000272298	q26.1
ENSG00000258562	q26.1
ENSG00000240484	q26.1
ENSG00000104064	q21.2
ENSG00000140365	q24.2
ENSG00000103852	q26.3
ENSG00000259273	q26.1
ENSG00000258741	q26.1
ENSG00000260361	q26.1
ENSG00000253954	q26.1
ENSG00000260483	q24.2
ENSG00000180357	q22.31
ENSG00000275965	q26.1
ENSG00000259064	q26.1
ENSG00000274215	q26.1
ENSG00000258922	q26.1
ENSG00000185442	q26.1
ENSG00000259390	q14
ENSG00000259602	q21.1
ENSG00000279765	q26.1
ENSG00000184716	q15.3
ENSG00000140600	q25.2
ENSG00000259177	q26.1
ENSG00000231409	q14
ENSG00000137817	q23
ENSG00000176454	q14
ENSG00000258527	q26.1
ENSG00000271763	q26.1
ENSG00000259281	q24.3
ENSG00000259213	q24.3
ENSG00000140575	q26.1
ENSG00000229212	q25.3
ENSG00000240366	q24.2
ENSG00000128829	q15.1
ENSG00000261779	q24.2
ENSG00000167173	q24.2
ENSG00000140459	q24.1
ENSG00000243403	q22.31
ENSG00000239465	q22.31
ENSG00000104047	q21.2
ENSG00000166887	q15.1
ENSG00000259539	q21.1
ENSG00000103671	q22.31
ENSG00000174442	q22.31
ENSG00000259682	q22.31
ENSG00000248415	q22.31
ENSG00000274471	q11.2
ENSG00000137857	q21.1
ENSG00000214702	q24.1
ENSG00000259726	q25.2
ENSG00000188869	q25.1
ENSG00000183476	q25.1
ENSG00000271288	q11.2
ENSG00000270127	q26.3
ENSG00000259134	q26.2
ENSG00000258489	q26.2
ENSG00000260266	q24.1
ENSG00000261821	q24.1
ENSG00000104164	q21.1
ENSG00000259381	q26.3
ENSG00000259458	q22.2
ENSG00000272888	q26.1
ENSG00000140264	q15.3
ENSG00000140463	q24.1
ENSG00000198690	q13.3
ENSG00000243007	q23
ENSG00000140471	q26.3
ENSG00000261616	q26.3
ENSG00000259343	q25.1
ENSG00000259921	q26.3
ENSG00000273920	q25.1
ENSG00000260988	q25.1
ENSG00000259370	q22.2
ENSG00000187812	q24.2
ENSG00000229474	q21.1
ENSG00000261820	q24.2
ENSG00000183475	q26.3
ENSG00000259194	q21.2
ENSG00000270378	q21.2
ENSG00000186417	q21.2
ENSG00000273749	q11.2
ENSG00000270919	q25.1
ENSG00000092445	q15.1
ENSG00000259715	q21.2
ENSG00000172379	q25.1
ENSG00000244879	q21.2
ENSG00000259369	q21.3
ENSG00000197361	q22.31
ENSG00000237289	q15.3
ENSG00000206149	q13.1
ENSG00000259389	q15.1
ENSG00000259248	q22.31
ENSG00000250988	q25.2
ENSG00000276550	q11.2
ENSG00000259460	q14
ENSG00000260571	q15.1
ENSG00000261002	q15.1
ENSG00000248905	q13.3
ENSG00000260919	q24.1
ENSG00000259685	q26.1
ENSG00000260619	q25.1
ENSG00000277782	q25.1
ENSG00000134138	q14
ENSG00000103569	q21.3
ENSG00000140406	q25.1
ENSG00000179151	q24.1
ENSG00000140511	q26.1
ENSG00000186628	q25.2
ENSG00000259892	q14
ENSG00000231169	q21.2
ENSG00000103978	q15.1
ENSG00000197535	q21.2
ENSG00000242276	q23
ENSG00000271336	q11.1
ENSG00000182117	q14
ENSG00000259627	q22.2
ENSG00000279834	q25.1
ENSG00000259461	q25.1
ENSG00000156206	q25.1
ENSG00000252690	q25.2
ENSG00000277988	q11.1
ENSG00000259769	q11.1
ENSG00000258397	q11.1
ENSG00000278935	q11.1
ENSG00000259671	q21.3
ENSG00000261183	q15.1
ENSG00000259476	q21.3
ENSG00000277790	q21.3
ENSG00000259293	q21.3
ENSG00000259657	q22.2
ENSG00000258410	q11.1
ENSG00000178802	q24.1
ENSG00000140299	q22.2
ENSG00000179938	q13.2
ENSG00000166145	q15.1
ENSG00000259205	q26.3
ENSG00000259540	q26.3
ENSG00000140416	q22.2
ENSG00000154227	q26.3
ENSG00000260926	q15.1
ENSG00000159322	q24.1
ENSG00000260172	q21.3
ENSG00000260870	q21.3
ENSG00000259367	q25.3
ENSG00000179523	q21.1
ENSG00000258010	q25.1
ENSG00000259544	q25.3
ENSG00000259335	q15.3
ENSG00000259563	q21.1
ENSG00000259228	q26.3
ENSG00000137770	q15.3
ENSG00000259257	q26.3
ENSG00000242866	q15.3
ENSG00000259630	q25.3
ENSG00000259175	q25.1
ENSG00000259375	q25.3
ENSG00000259407	q25.3
ENSG00000259276	q25.3
ENSG00000259590	q26.3
ENSG00000259453	q25.3
ENSG00000240163	q22.2
ENSG00000235160	q12
ENSG00000206190	q12
ENSG00000259760	q26.3
ENSG00000274294	q26.3
ENSG00000259341	q26.3
ENSG00000279846	q26.3
ENSG00000242295	q26.2
ENSG00000275363	q11.2
ENSG00000259534	q26.2
ENSG00000259340	q26.2
ENSG00000241562	q26.3
ENSG00000254398	q13.1
ENSG00000259562	q25.1
ENSG00000272418	q25.1
ENSG00000277482	q25.1
ENSG00000259708	q25.1
ENSG00000259261	q11.2
ENSG00000188095	q26.1
ENSG00000274383	q22.31
ENSG00000275332	q22.31
ENSG00000249240	q22.31
ENSG00000278029	q25.1
ENSG00000278448	q25.1
ENSG00000140367	q24.2
ENSG00000140403	q25.1
ENSG00000273674	q21.2
ENSG00000170776	q25.3
ENSG00000274307	q12
ENSG00000259251	q22.2
ENSG00000092470	q15.3
ENSG00000259669	q21.3
ENSG00000137764	q23
ENSG00000166839	q22.31
ENSG00000259498	q22.2
ENSG00000278522	q11.2
ENSG00000137809	q23
ENSG00000259435	q11.2
ENSG00000274102	q11.2
ENSG00000259324	q11.2
ENSG00000259450	q14
ENSG00000258721	q11.2
ENSG00000259447	q14
ENSG00000183706	q11.2
ENSG00000273512	q25.1
ENSG00000187806	q23
ENSG00000270824	q11.2
ENSG00000166450	q21.3
ENSG00000279958	q13.3
ENSG00000260898	q24.1
ENSG00000259392	q13.3
ENSG00000259686	q13.3
ENSG00000137875	q21.2
ENSG00000258855	q11.2
ENSG00000258494	q11.2
ENSG00000258710	q11.2
ENSG00000166233	q24.1
ENSG00000241839	q22.31
ENSG00000261318	q22.31
ENSG00000268531	q11.2
ENSG00000092529	q15.1
ENSG00000248472	q26.3
ENSG00000259259	q24.1
ENSG00000166938	q22.31
ENSG00000259609	q25.2
ENSG00000261813	q24.2
ENSG00000185596	q26.3
ENSG00000276928	q13.1
ENSG00000140557	q26.1
ENSG00000270451	q11.2
ENSG00000271255	q11.2
ENSG00000271305	q11.2
ENSG00000178718	q24.2
ENSG00000227717	q13.1
ENSG00000277505	q11.2
ENSG00000280396	q14
ENSG00000259181	q14
ENSG00000259654	q25.2
ENSG00000251161	q15.1
ENSG00000140157	q11.2
ENSG00000198794	q24.2
ENSG00000259423	q14
ENSG00000128917	q15.1
ENSG00000140612	q25.3
ENSG00000259278	q14
ENSG00000260897	q13.2
ENSG00000261747	q13.2
ENSG00000274937	q24.1
ENSG00000259345	q14
ENSG00000175746	q14
ENSG00000259180	q21.3
ENSG00000274532	q13.1
ENSG00000140391	q24.3
ENSG00000259587	q14
ENSG00000259252	q23
ENSG00000259503	q23
ENSG00000259473	q23
ENSG00000259238	q22.2
ENSG00000227161	q22.2
ENSG00000140297	q22.2
ENSG00000277718	q24.1
ENSG00000280639	q23
ENSG00000259906	q13.2
ENSG00000275016	q26.2
ENSG00000275785	q22.31
ENSG00000230031	q11.2
ENSG00000259665	q14
ENSG00000214424	q26.2
ENSG00000137806	q15.1
ENSG00000260170	q21.1
ENSG00000259176	q11.2
ENSG00000259227	q23
ENSG00000281264	q23
ENSG00000259553	q26.3
ENSG00000261072	q21.3
ENSG00000275443	q26.2
ENSG00000259359	q26.2
ENSG00000247809	q26.2
ENSG00000270185	q11.2
ENSG00000258780	q11.1
ENSG00000275995	q25.2
ENSG00000181827	q21.3
ENSG00000156218	q25.2
ENSG00000261277	q11.2
ENSG00000259698	q11.2
ENSG00000269951	q24.3
ENSG00000259655	q26.3
ENSG00000278991	q24.3
ENSG00000259652	q24.3
ENSG00000259025	q11.2
ENSG00000182397	q26.3
ENSG00000103742	q22.31
ENSG00000280515	q23
ENSG00000166192	q23
ENSG00000258652	q11.2
ENSG00000260392	q21.3
ENSG00000260357	q24.2
ENSG00000270690	q22.31
ENSG00000261441	q26.1
ENSG00000259430	q26.3
ENSG00000104067	q13.1
ENSG00000074603	q22.31
ENSG00000260173	q23
ENSG00000258771	q11.2
ENSG00000260986	q11.2
ENSG00000140307	q22.2
ENSG00000258739	q26.1
ENSG00000279708	q26.1
ENSG00000260576	q23
ENSG00000279595	q11.2
ENSG00000255346	q23
ENSG00000066933	q23
ENSG00000259351	q22.31
ENSG00000035664	q22.31
ENSG00000246740	q15.1
ENSG00000257797	q15.1
ENSG00000243404	q22.31
ENSG00000174446	q22.31
ENSG00000188089	q15.1
ENSG00000137766	q21.3
ENSG00000140284	q21.2
ENSG00000169032	q22.31
ENSG00000259440	q24.1
ENSG00000166803	q22.31
ENSG00000261351	q22.31
ENSG00000261102	q22.31
ENSG00000276772	q21.3
ENSG00000240874	q21.3
ENSG00000259471	q22.31
ENSG00000259598	q14
ENSG00000259326	q14
ENSG00000182405	q14
ENSG00000279970	q26.3
ENSG00000259172	q26.3
ENSG00000274139	q26.3
ENSG00000176700	q25.2
ENSG00000175676	q11.2
ENSG00000259173	q21.3
ENSG00000245975	q21.3
ENSG00000259704	q26.1
ENSG00000259764	q26.3
ENSG00000259550	q21.3
ENSG00000166923	q13.3
ENSG00000259316	q22.31
ENSG00000271044	q25.3
ENSG00000166831	q22.31
ENSG00000140519	q26.1
ENSG00000137801	q14
ENSG00000238166	q25.1
ENSG00000258684	q11.2
ENSG00000169118	q22.31
ENSG00000259619	q21.3
ENSG00000274995	q22.31
ENSG00000137834	q22.31
ENSG00000259672	q22.2
ENSG00000259721	q13.3
ENSG00000275322	q26.2
ENSG00000259542	q26.2
ENSG00000280377	q26.1
ENSG00000259519	q21.1
ENSG00000260035	q21.1
ENSG00000140274	q21.1
ENSG00000260773	q22.31
ENSG00000259614	q26.2
ENSG00000259275	q26.2
ENSG00000259514	q24.3
ENSG00000261665	q25.2
ENSG00000274128	q25.2
ENSG00000166949	q22.33
ENSG00000137822	q15.3
ENSG00000259372	q25.2
ENSG00000260624	q24.1
ENSG00000159556	q24.3
ENSG00000140479	q26.3
ENSG00000280048	q26.2
ENSG00000259348	q26.2
ENSG00000277135	q26.2
ENSG00000259188	q21.2
ENSG00000254779	q25.2
ENSG00000254414	q25.2
ENSG00000278146	q26.2
ENSG00000259610	q25.2
ENSG00000259692	q25.2
ENSG00000259645	q23
ENSG00000259594	q25.2
ENSG00000259191	q23
ENSG00000259543	q25.2
ENSG00000259426	q23
ENSG00000137819	q23
ENSG00000259279	q14
ENSG00000278621	q14
ENSG00000276107	q14
ENSG00000225151	q25.2
ENSG00000259350	q26.1
ENSG00000104043	q21.2
ENSG00000258883	q11.2
ENSG00000177082	q25.2
ENSG00000237161	q11.2
ENSG00000185594	q26.2
ENSG00000261702	q23
ENSG00000260551	q11.2
ENSG00000259203	q21.3
ENSG00000214896	q21.3
ENSG00000259612	q21.3
ENSG00000259237	q21.3
ENSG00000069966	q21.2
ENSG00000183324	q24.1
ENSG00000259763	q26.2
ENSG00000215296	q13.3
ENSG00000259280	q14
ENSG00000259904	q14
ENSG00000140368	q24.3
ENSG00000271725	q25.1
ENSG00000184206	q25.2
ENSG00000259282	q26.2
ENSG00000185043	q26.1
ENSG00000247765	q11.2
ENSG00000138623	q24.1
ENSG00000140548	q26.1
ENSG00000280703	q11.2
ENSG00000259512	q23
ENSG00000183208	q26.1
ENSG00000232386	q26.3
ENSG00000272639	q26.3
ENSG00000259376	q26.3
ENSG00000280881	q11.2
ENSG00000259604	q26.3
ENSG00000184254	q26.3
ENSG00000259405	q15.1
ENSG00000156642	q24.1
ENSG00000223628	q12
ENSG00000259291	q26.1
ENSG00000273691	q26.1
ENSG00000261823	q21.3
ENSG00000259941	q21.3
ENSG00000261174	q21.3
ENSG00000277245	q21.3
ENSG00000138587	q21.3
ENSG00000178115	q13.2
ENSG00000166794	q22.31
ENSG00000261497	q13.1
ENSG00000172349	q25.1
ENSG00000128965	q15.1
ENSG00000185551	q26.2
ENSG00000104055	q15.2
ENSG00000157734	q22.31
ENSG00000260109	q23
ENSG00000261265	q21.3
ENSG00000128849	q21.3
ENSG00000137802	q15.1
ENSG00000258797	q11.2
ENSG00000167139	q24.1
ENSG00000151575	q21.3
ENSG00000067221	q24.1
ENSG00000103811	q25.1
ENSG00000260780	q11.2
ENSG00000181984	q11.2
ENSG00000259192	q14
ENSG00000171262	q14
ENSG00000259258	q22.31
ENSG00000246922	q22.31
ENSG00000170236	q21.2
ENSG00000259770	q25.1
ENSG00000261489	q21.3
ENSG00000247728	q13.2
ENSG00000269930	q13.2
ENSG00000270016	q13.2
ENSG00000269974	q13.2
ENSG00000187951	q13.2
ENSG00000279912	q13.3
ENSG00000174197	q15.1
ENSG00000259396	q15.1
ENSG00000261418	q11.2
ENSG00000260689	q21.3
ENSG00000137804	q15.1
ENSG00000140465	q24.1
ENSG00000280291	q26.2
ENSG00000279645	q26.2
ENSG00000274281	q14
ENSG00000259702	q26.2
ENSG00000273771	q26.2
ENSG00000259464	q26.3
ENSG00000259583	q26.3
ENSG00000259755	q26.3
ENSG00000278456	q26.3
ENSG00000259695	q26.3
ENSG00000259618	q21.2
ENSG00000175318	q23
ENSG00000259624	q23
ENSG00000081014	q21.2
ENSG00000259452	q23
ENSG00000235420	q23
ENSG00000227973	q15.3
ENSG00000171877	q15.3
ENSG00000166819	q26.1
ENSG00000174444	q22.31
ENSG00000270702	q15.1
ENSG00000260814	q15.1
ENSG00000140262	q21.3
ENSG00000273585	q26.3
ENSG00000259577	q21.2
ENSG00000259186	q24.1
ENSG00000281183	q24.1
ENSG00000271078	q13.3
ENSG00000166821	q26.1
ENSG00000275417	q21.3
ENSG00000197696	q25.2
ENSG00000166557	q25.1
ENSG00000137825	q15.1
ENSG00000260211	q13.3
ENSG00000243780	q22.2
ENSG00000241362	q26.1
ENSG00000260642	q13.3
ENSG00000198535	q22.2
ENSG00000270490	q22.31
ENSG00000277152	q22.31
ENSG00000140525	q26.1
ENSG00000259437	q22.32
ENSG00000259289	q22.32
ENSG00000259246	q22.33
ENSG00000271236	q15.1
ENSG00000281347	q11.2
ENSG00000166128	q22.2
ENSG00000261232	q24.3
ENSG00000275695	q25.2
ENSG00000224677	q15.3
ENSG00000249839	q15.3
ENSG00000140386	q24.3
ENSG00000259731	q14
ENSG00000249271	q22.31
ENSG00000255769	q25.2
ENSG00000259347	q22.33
ENSG00000277435	q11.2
ENSG00000184507	q14
ENSG00000259762	q25.3
ENSG00000140265	q15.3
ENSG00000128833	q21.2
ENSG00000260602	q23
ENSG00000275601	q15.3
ENSG00000128973	q23
ENSG00000140488	q23
ENSG00000261491	q13.3
ENSG00000182718	q22.2
ENSG00000166762	q15.3
ENSG00000175779	q14
ENSG00000260579	q25.2
ENSG00000185088	q22.2
ENSG00000103642	q22.2
ENSG00000136404	q25.2
ENSG00000273972	q21.1
ENSG00000259378	q21.2
ENSG00000067369	q15.3
ENSG00000259200	q21.1
ENSG00000259327	q21.2
ENSG00000261544	q22.31
ENSG00000090487	q22.31
ENSG00000259709	q21.2
ENSG00000260937	q21.3
ENSG00000258463	q11.1
ENSG00000259696	q13.3
ENSG00000174485	q22.31
ENSG00000260305	q25.3
ENSG00000260978	q11.2
ENSG00000179455	q11.2
ENSG00000260382	q13.2
ENSG00000261634	q23
ENSG00000259504	q23
ENSG00000259202	q22.33
ENSG00000129007	q23
ENSG00000254793	q15.2
ENSG00000159337	q15.1
ENSG00000214646	q24.3
ENSG00000033800	q23
ENSG00000278603	q25.2
ENSG00000276710	q25.2
ENSG00000259465	q21.2
ENSG00000258786	q11.2
ENSG00000233041	q15.1
ENSG00000073417	q25.3
ENSG00000279268	q22.31
ENSG00000188501	q22.31
ENSG00000169594	q25.2
ENSG00000185607	q15.3
ENSG00000261403	q24.3
ENSG00000224055	q15.3
ENSG00000225930	q13.2
ENSG00000273025	q23
ENSG00000259466	q22.2
ENSG00000140398	q24.2
ENSG00000259986	q25.2
ENSG00000261621	q11.2
ENSG00000260959	q11.2
ENSG00000140545	q26.1
ENSG00000205502	q22.2
ENSG00000184056	q26.1
ENSG00000166503	q25.2
ENSG00000185823	q11.2
ENSG00000259924	q22.31
ENSG00000275638	q22.31
ENSG00000259633	q25.2
ENSG00000138614	q22.31
ENSG00000259615	q26.1
ENSG00000166716	q25.3
ENSG00000259683	q25.2
ENSG00000074410	q22.2
ENSG00000259570	q25.2
ENSG00000260007	q23
ENSG00000166813	q26.1
ENSG00000140379	q25.1
ENSG00000169752	q24.2
ENSG00000277561	q11.2
ENSG00000258570	q26.2
ENSG00000274312	q26.3
ENSG00000277987	q26.3
ENSG00000103653	q24.1
ENSG00000259713	q26.1
ENSG00000185087	q26.3
ENSG00000140534	q26.1
ENSG00000184984	q14
ENSG00000169857	q14
ENSG00000259415	q25.3
ENSG00000260139	q24.3
ENSG00000259507	q26.3
ENSG00000259424	q26.3
ENSG00000278472	q14
ENSG00000259505	q14
ENSG00000259422	q24.2
ENSG00000140374	q24.3
ENSG00000086666	q25.1
ENSG00000258712	q11.2
ENSG00000259720	q13.3
ENSG00000134160	q13.3
ENSG00000259658	q26.3
ENSG00000173517	q24.3
ENSG00000138617	q22.31
ENSG00000259408	q14
ENSG00000198838	q13.3
ENSG00000136378	q25.1
ENSG00000185787	q25.1
ENSG00000259722	q24.3
ENSG00000230459	q24.3
ENSG00000243711	q25.1
ENSG00000259241	q21.2
ENSG00000259296	q21.2
ENSG00000104112	q21.2
ENSG00000259641	q23
ENSG00000259362	q24.3
ENSG00000074621	q22.31
ENSG00000228740	q12
ENSG00000259152	q12
ENSG00000258767	q11.2
ENSG00000182256	q12
ENSG00000169371	q24.2
ENSG00000271997	q26.1
ENSG00000090470	q22.31
ENSG00000259218	q26.1
ENSG00000261478	q26.1
ENSG00000259494	q25.3
ENSG00000258970	q12
ENSG00000259168	q12
ENSG00000261426	q12
ENSG00000258624	q12
ENSG00000214254	q12
ENSG00000259684	q21.2
ENSG00000259496	q23
ENSG00000092439	q21.2
